nivel_riesgo,tiempo_experiencia,horas_jornada,condicion_laboral,turno,clima_extremo,uso_epp,incidente_prev,grado_accidente
2,7,7,1,0,1,1,2,0
3,6,10,1,1,0,1,4,0
6,19,9,3,0,0,0,3,1
9,7,10,2,1,1,1,2,1
5,5,11,3,1,0,1,0,1
7,23,11,2,1,1,0,1,0
3,27,9,2,1,0,1,1,0
4,15,10,1,0,1,1,4,1
5,0,7,3,1,0,0,0,1
5,7,11,1,0,1,1,1,0
3,21,8,1,0,1,1,1,0
6,28,8,3,1,0,0,3,0
2,28,10,2,0,1,0,2,1
4,18,9,3,0,0,1,0,0
4,20,12,3,1,1,1,3,0
10,21,11,2,1,1,1,0,0
10,22,8,2,1,1,0,4,0
3,6,8,3,0,1,1,4,0
6,27,8,1,1,0,1,3,0
6,16,7,3,1,0,0,4,1
4,1,6,3,1,1,1,2,0
1,1,9,1,1,0,1,0,0
3,21,12,1,1,0,1,1,0
6,29,9,1,1,1,0,4,1
1,15,8,2,0,0,1,0,0
6,18,6,1,0,0,0,2,1
4,14,7,1,1,0,1,0,0
5,16,9,3,0,0,0,3,0
7,16,9,3,1,0,1,2,0
4,2,7,1,1,1,1,0,0
10,21,7,2,0,0,1,4,0
2,7,12,2,0,0,0,0,0
1,26,9,3,1,0,0,4,1
1,7,7,1,1,0,0,3,1
7,0,8,1,1,0,0,1,1
4,28,12,2,1,1,1,2,0
6,22,9,3,1,1,1,2,0
8,22,11,3,0,0,1,1,0
1,3,8,3,1,0,1,3,0
10,7,9,1,0,0,0,0,0
9,15,8,2,1,1,0,4,0
7,4,6,1,0,1,0,2,0
9,0,9,3,1,1,0,4,1
6,0,7,1,1,0,0,0,0
6,7,6,2,0,0,1,4,0
5,24,6,3,1,0,0,1,0
8,25,8,2,0,0,1,0,0
9,17,6,2,0,0,1,0,0
9,20,8,2,0,1,0,3,1
2,9,9,1,1,0,0,1,0
2,24,11,3,1,0,0,4,1
5,10,12,3,0,1,0,0,0
9,7,6,1,1,0,1,1,0
8,1,11,3,0,0,0,4,1
10,19,9,3,0,0,1,0,0
1,17,9,1,1,0,0,1,0
3,24,12,1,0,1,1,4,0
5,29,12,1,0,1,1,2,0
5,12,10,3,1,1,0,3,1
8,3,11,3,1,0,1,1,1
10,18,8,3,1,1,0,1,1
7,27,11,3,0,1,1,2,0
9,22,11,3,1,1,1,1,1
6,24,11,3,0,1,0,0,0
2,4,10,3,0,1,0,0,0
4,26,7,1,0,0,0,1,0
5,8,6,3,1,1,0,0,0
9,3,8,1,1,1,0,0,1
8,0,8,1,0,1,0,3,0
1,29,11,1,1,1,1,3,1
2,15,9,2,0,1,0,0,0
10,6,7,2,0,1,0,0,1
4,11,9,1,1,0,1,2,0
9,1,10,3,0,1,0,1,1
10,12,6,3,0,0,1,2,1
1,28,12,2,0,0,1,3,0
8,13,10,3,1,1,0,3,0
6,25,12,1,0,1,1,1,0
3,8,9,3,0,0,0,3,0
9,26,12,2,1,0,0,1,1
7,3,12,2,0,1,1,1,0
10,18,10,3,0,1,1,2,1
2,25,8,1,0,0,0,2,0
9,0,10,3,1,0,1,1,0
1,14,6,3,1,0,0,0,1
7,8,12,2,1,1,0,1,0
9,17,8,1,0,1,1,4,0
1,14,10,2,0,0,1,1,0
7,8,9,1,1,1,0,4,0
6,1,10,3,1,0,0,2,0
2,22,6,2,1,1,0,0,0
1,4,11,2,0,0,1,3,1
1,19,8,1,0,0,0,4,1
7,4,11,2,1,0,1,4,0
7,19,12,3,0,0,1,2,0
9,13,11,2,1,1,1,0,1
9,29,10,1,1,1,0,2,0
5,0,6,3,1,0,1,4,0
10,16,6,3,0,1,1,3,0
3,23,12,1,0,0,1,3,1
10,27,9,3,1,1,1,2,1
6,9,8,2,0,0,1,1,0
7,20,8,1,0,1,1,3,0
3,0,10,1,0,0,1,0,0
4,25,10,3,0,0,1,4,0
5,28,10,3,0,1,0,0,0
8,18,12,3,0,1,1,2,0
4,12,10,3,0,0,1,1,0
5,15,10,3,1,1,0,3,0
9,10,12,1,0,1,0,2,1
3,0,6,2,0,0,1,4,0
9,21,10,1,1,0,0,4,0
3,14,11,2,1,1,1,3,0
4,29,12,1,1,1,1,3,0
5,10,10,2,1,0,0,0,0
2,26,7,3,0,1,0,3,1
4,14,12,1,1,1,0,0,0
5,25,8,2,0,0,0,2,0
7,8,9,2,0,0,0,4,0
1,17,11,2,0,1,1,0,0
2,19,12,1,0,0,0,0,0
9,4,7,1,1,1,0,1,1
7,21,12,3,0,1,0,3,0
8,23,9,3,1,1,0,1,1
9,4,8,3,1,0,0,2,0
3,9,10,1,1,0,0,2,1
1,7,10,3,1,1,0,4,0
1,15,12,2,0,1,0,1,0
1,27,12,3,0,1,0,3,0
1,22,12,2,1,0,0,4,1
10,9,6,1,1,0,1,1,0
6,12,7,3,1,1,1,0,1
2,11,8,2,1,1,1,3,0
7,13,9,1,1,0,0,2,0
6,21,10,1,1,1,1,0,0
1,27,10,1,0,0,1,3,1
1,16,10,3,0,1,1,3,1
4,10,6,2,0,1,1,0,0
4,5,6,2,1,1,1,0,0
5,27,8,2,1,0,0,0,0
8,5,12,3,1,1,1,2,0
2,15,7,1,1,1,0,0,1
8,7,12,3,0,0,1,3,0
7,28,10,2,1,1,0,0,0
1,11,9,2,0,0,0,3,0
10,28,7,1,1,0,1,1,0
4,16,12,2,0,0,1,4,0
10,17,11,1,0,1,0,2,0
10,25,11,3,1,1,0,4,0
4,22,11,1,0,1,0,3,0
9,6,8,2,1,1,1,4,0
3,27,6,3,0,1,0,0,0
9,19,10,2,1,1,1,3,0
2,7,12,1,1,1,1,0,0
10,11,11,3,1,0,0,3,0
3,25,10,2,0,0,0,0,0
7,24,12,3,1,1,1,1,0
8,1,10,3,0,1,0,3,1
3,26,9,1,0,0,1,3,1
1,29,7,1,1,0,1,3,0
9,28,10,1,1,1,0,1,0
2,14,6,1,0,1,1,4,0
10,1,7,2,1,1,1,2,0
10,8,12,3,1,0,0,3,1
6,29,7,1,0,0,0,1,1
8,15,8,1,0,1,1,2,0
5,29,11,2,0,0,1,0,0
9,26,11,3,0,1,0,4,0
6,10,8,1,0,0,1,3,0
2,11,10,3,1,0,1,2,1
3,25,8,3,1,1,1,4,0
6,7,9,1,1,1,0,1,0
6,0,8,1,1,1,0,3,0
7,11,9,3,1,0,1,1,0
9,11,6,3,0,0,0,1,0
7,25,7,2,1,0,1,4,0
9,22,10,3,0,1,1,1,0
7,4,11,3,1,1,1,0,1
8,25,8,1,0,0,1,0,0
5,25,9,3,0,1,0,3,1
5,23,7,3,0,0,0,4,0
10,11,7,3,0,0,0,1,1
10,11,11,3,0,1,1,4,0
3,11,8,1,1,0,0,2,0
7,7,6,2,0,0,1,4,0
1,23,12,1,1,1,1,4,0
4,10,8,3,0,1,1,3,1
3,14,10,3,0,0,1,4,0
1,3,8,2,1,0,0,0,0
8,24,9,1,1,1,1,3,1
8,9,10,2,1,0,0,3,0
3,14,9,1,0,0,1,2,0
3,9,6,2,0,1,0,4,1
6,28,10,1,0,0,0,0,0
1,11,6,3,1,0,0,3,1
8,25,7,1,0,1,1,1,1
5,26,8,2,0,0,1,3,0
1,2,10,2,0,1,1,0,0
7,20,10,3,1,0,1,3,0
7,15,12,3,0,1,1,3,0
10,13,9,2,0,0,1,2,0
8,2,9,2,1,1,0,1,0
6,24,8,2,0,0,1,0,0
9,4,9,1,0,1,1,1,0
9,14,9,2,1,1,0,4,1
5,0,6,1,0,1,1,3,0
8,0,7,2,0,1,0,4,0
6,10,11,3,1,1,1,0,0
2,6,8,1,1,0,1,3,1
2,26,9,3,1,0,1,1,0
9,23,11,3,1,1,1,0,0
1,18,9,2,1,0,0,1,0
8,24,11,2,0,1,1,3,0
2,25,9,3,1,1,0,0,0
6,9,9,3,1,0,1,0,1
7,12,9,1,0,1,0,4,0
3,19,7,2,1,1,0,0,1
10,28,11,3,0,1,0,3,1
1,2,12,3,0,0,0,0,0
4,22,7,1,0,1,0,0,0
2,11,8,1,1,1,1,3,0
2,24,12,3,1,0,1,0,0
9,11,6,3,1,1,0,4,0
3,11,6,3,1,1,0,2,0
3,24,8,2,1,0,0,3,0
8,20,11,1,1,0,0,1,0
4,24,11,3,1,0,1,4,1
4,16,10,1,1,1,1,3,0
8,20,7,3,0,1,1,1,0
3,16,9,2,1,1,0,1,0
7,26,8,1,1,0,1,0,0
10,20,10,3,0,0,1,3,0
9,5,12,3,1,0,0,4,0
8,17,10,3,0,0,1,3,0
2,11,7,1,0,1,0,3,0
6,17,8,3,0,0,0,2,0
3,28,6,2,0,1,1,4,0
3,2,8,1,1,1,0,4,1
9,24,7,3,1,0,1,1,1
8,20,11,3,0,1,1,2,1
1,29,12,2,0,0,1,1,0
1,9,12,3,0,0,0,4,0
7,22,8,2,0,0,0,2,0
3,18,7,3,0,1,1,3,0
5,18,7,1,1,0,1,0,0
2,14,6,3,0,1,1,4,0
9,2,7,2,1,0,1,2,1
8,14,11,2,0,1,0,1,1
2,29,6,3,0,0,1,1,0
2,1,8,2,0,0,1,1,0
4,25,12,1,1,1,1,1,0
7,5,10,1,1,0,0,1,1
2,25,6,2,0,0,1,0,0
6,11,7,2,0,1,1,0,1
5,28,7,2,1,1,1,3,0
3,22,9,3,1,0,1,4,0
7,23,11,3,0,0,0,4,1
9,14,9,3,0,0,1,0,0
3,4,10,2,0,1,1,2,1
4,26,10,2,0,1,1,0,0
9,5,6,3,0,1,1,4,1
5,15,8,3,0,1,0,4,0
1,29,10,2,0,1,1,4,0
8,18,11,3,1,0,0,3,1
1,21,12,2,0,0,1,1,0
9,1,11,3,1,0,0,2,1
6,25,7,2,1,0,0,1,1
2,18,11,3,0,1,0,1,0
8,29,9,2,1,0,0,2,0
6,9,11,3,1,1,1,0,0
2,14,11,3,0,1,0,2,0
7,16,11,2,1,0,1,0,0
6,3,12,2,0,1,1,4,0
6,27,12,2,0,0,0,0,0
3,1,7,2,0,1,1,3,0
1,5,12,1,0,0,0,3,0
9,15,7,2,1,0,0,1,1
2,17,10,3,1,0,1,4,0
5,21,12,3,0,0,0,3,0
5,24,7,1,1,1,0,2,0
9,19,6,1,1,1,1,2,1
6,21,12,2,1,1,0,2,1
1,19,7,1,1,0,1,3,0
2,11,8,2,1,1,0,2,0
3,16,10,3,1,0,0,3,0
7,20,11,1,0,1,0,3,1
8,6,9,1,1,1,0,1,0
4,1,11,2,1,0,0,0,0
7,11,11,1,0,0,0,1,1
4,5,10,3,0,1,0,2,1
3,4,12,3,1,0,0,3,1
9,14,10,3,0,0,1,3,0
4,23,11,3,0,1,0,1,0
5,19,10,3,1,0,0,0,0
4,14,6,1,0,0,1,3,0
7,8,11,1,0,1,0,0,0
8,20,11,2,0,1,0,0,1
1,9,11,2,1,1,0,3,0
5,16,9,2,1,0,1,3,0
5,6,8,1,1,1,1,0,1
1,0,9,3,0,1,1,2,1
6,13,7,3,0,1,0,3,1
8,29,11,1,0,0,1,2,1
5,3,6,3,1,1,1,0,0
9,29,12,3,1,1,1,1,1
8,24,9,3,1,1,1,0,0
6,7,12,1,1,1,0,4,1
1,9,10,3,0,1,0,2,0
10,3,12,3,1,0,1,3,0
10,22,10,1,1,1,0,4,0
10,26,7,2,0,0,1,0,1
8,10,6,3,1,1,0,3,0
4,16,7,2,0,0,0,3,0
3,24,9,1,1,0,1,1,0
7,10,11,3,1,1,1,2,0
7,25,11,3,1,0,0,2,1
6,9,10,3,0,1,0,4,1
1,1,10,2,1,0,1,4,0
8,20,12,1,1,0,1,4,1
10,7,9,2,1,0,0,0,1
10,9,10,2,0,0,1,3,0
10,2,10,2,1,1,0,3,1
9,17,11,1,1,1,0,0,0
3,23,7,2,1,0,0,4,0
3,23,7,3,0,1,1,2,0
4,19,6,3,0,0,1,4,0
7,18,9,1,1,0,0,2,0
10,23,9,2,0,0,0,4,0
7,7,7,1,1,1,0,3,0
10,8,7,1,1,0,1,4,1
3,18,8,3,1,0,1,0,0
3,16,9,3,1,1,1,1,0
5,1,6,2,0,0,0,2,0
4,5,9,3,0,0,0,2,1
9,20,12,1,1,0,1,1,0
7,14,12,1,0,0,0,1,0
10,29,10,3,0,1,0,4,0
3,6,10,2,1,1,1,1,0
6,13,9,2,0,0,0,0,0
6,6,12,1,1,0,0,0,0
7,24,6,2,1,1,0,3,0
7,22,7,2,0,0,0,2,0
5,9,10,3,0,0,1,0,0
6,25,7,1,0,0,1,3,0
3,5,7,2,0,1,0,1,1
10,18,9,1,0,1,0,0,1
8,15,12,2,1,1,0,1,1
6,26,9,1,0,0,0,2,0
1,8,10,3,0,1,0,1,0
2,15,9,1,1,0,1,1,0
6,18,6,3,0,1,0,2,0
2,17,10,1,1,1,1,3,0
10,11,8,1,1,0,1,2,1
5,25,11,2,0,1,0,3,0
9,6,8,3,0,1,0,1,0
8,20,7,1,1,1,0,1,1
9,23,11,2,1,1,1,3,1
9,28,9,1,1,0,1,0,0
8,24,12,3,1,1,0,4,1
7,1,7,1,1,1,0,2,0
8,6,12,1,0,1,0,3,0
2,20,9,2,1,0,1,0,0
7,3,9,1,0,1,0,1,0
6,5,11,1,1,0,1,2,0
6,20,6,3,0,1,0,3,1
7,13,10,2,1,1,0,0,0
3,29,6,3,1,1,0,3,1
10,20,9,2,0,0,1,1,0
4,17,10,1,1,0,0,3,0
3,19,10,1,0,0,0,4,0
4,13,11,1,0,1,1,2,0
8,22,7,3,0,1,1,2,0
3,5,10,2,0,0,0,3,0
9,14,7,1,1,0,0,1,1
7,18,7,1,0,0,1,4,0
7,22,9,2,0,1,1,1,0
10,18,7,1,1,1,0,0,0
9,16,10,3,1,1,0,3,0
2,29,8,2,0,0,0,1,0
2,20,8,1,0,0,1,2,0
3,11,9,3,1,1,1,4,0
2,24,10,1,0,1,1,3,0
7,17,10,1,0,1,1,3,1
8,24,10,2,1,1,0,1,0
6,13,11,1,1,0,1,0,0
7,6,8,1,0,0,1,3,0
2,15,11,2,0,1,0,1,0
6,19,10,1,0,0,1,1,0
4,28,6,2,1,1,0,2,0
10,6,10,1,1,1,0,1,1
10,12,9,2,0,1,0,2,0
6,6,12,1,1,1,0,3,0
10,3,11,2,0,0,0,4,0
4,6,10,3,0,0,0,2,0
4,2,9,3,0,0,0,0,0
4,4,11,2,0,1,0,4,0
1,11,9,1,1,0,0,4,0
2,16,8,2,1,0,1,4,0
8,16,8,2,1,0,1,1,0
5,5,9,2,1,1,1,4,0
10,25,12,3,0,0,0,3,1
10,28,10,2,1,1,1,4,0
7,28,10,2,0,1,0,4,0
5,10,10,2,0,0,0,4,1
3,26,12,1,0,0,0,1,0
1,11,12,1,1,0,0,0,0
9,16,12,3,1,1,1,2,0
3,1,9,3,1,0,0,4,1
2,7,8,1,1,1,1,0,0
5,21,10,2,1,0,1,1,0
10,26,8,2,0,0,0,4,0
5,22,8,2,0,0,0,3,1
7,12,9,3,1,0,0,3,0
10,12,9,1,1,1,1,0,0
3,15,11,2,0,0,1,1,0
1,17,9,3,0,0,1,3,0
4,20,11,1,0,0,0,4,0
4,19,10,1,1,1,0,3,0
3,0,12,1,0,1,1,4,0
2,12,11,2,0,1,1,1,0
8,2,9,3,0,1,0,1,0
6,29,6,1,1,1,0,3,0
7,21,11,2,0,1,1,3,1
5,3,8,3,0,1,1,2,0
5,16,12,3,1,0,0,0,0
2,2,12,2,1,1,1,2,0
2,26,12,1,0,0,1,3,0
1,10,6,2,1,1,0,4,0
9,3,9,2,0,1,0,4,1
9,18,7,1,1,1,0,4,1
3,19,12,3,1,0,1,0,0
9,16,9,2,1,1,1,2,1
4,1,11,3,0,1,1,0,0
7,10,11,1,0,1,1,1,0
10,2,11,2,1,0,1,2,0
4,21,6,2,0,0,1,2,0
8,2,10,2,1,0,0,2,1
6,22,8,3,1,0,1,0,0
6,6,7,1,0,0,1,2,0
5,17,11,1,1,1,1,1,0
3,19,7,1,1,0,0,2,0
8,14,12,2,0,0,0,3,1
2,15,7,3,0,0,0,1,0
10,29,8,1,1,0,0,1,0
3,15,6,1,0,1,1,1,0
9,13,10,1,1,0,0,1,0
9,29,9,1,1,1,0,2,0
7,18,10,2,0,1,0,1,0
6,8,11,2,1,1,0,4,1
7,0,12,3,0,1,1,4,0
2,9,8,1,1,1,0,1,0
4,14,6,2,0,1,0,1,1
5,17,11,3,0,1,1,3,0
5,8,6,1,0,1,0,2,0
4,4,9,3,1,0,0,0,0
8,14,8,2,1,0,0,0,1
9,4,7,3,0,1,0,0,0
5,23,12,2,1,0,0,3,0
7,25,9,3,0,0,0,2,1
9,27,6,3,1,1,0,2,0
3,18,12,3,1,1,1,2,1
5,14,6,2,1,1,1,3,0
4,4,12,3,1,0,1,0,1
7,3,7,3,0,0,1,1,1
4,3,10,1,0,0,0,0,0
8,25,7,3,0,1,1,1,0
7,25,7,2,0,0,0,2,0
2,1,10,3,1,1,0,1,0
2,28,7,3,0,0,1,3,0
5,14,9,3,1,0,1,0,0
2,8,9,3,0,1,0,4,1
9,0,12,2,1,1,1,0,0
8,14,12,1,0,1,1,2,0
5,20,11,3,1,1,0,0,0
7,2,10,2,1,1,0,2,0
3,24,9,2,1,0,1,0,0
8,4,6,2,0,0,0,0,0
5,20,12,1,0,0,1,4,0
3,20,11,2,0,1,0,3,1
6,29,6,1,0,0,1,3,0
2,2,9,2,1,1,1,3,0
4,5,9,1,0,0,1,2,0
1,2,12,2,1,0,1,4,1
1,20,12,1,0,0,1,3,0
8,14,6,1,1,1,0,4,0
2,7,8,3,0,1,1,1,1
8,19,8,1,0,0,1,4,0
3,5,9,2,1,1,0,1,1
9,24,12,3,0,1,0,3,0
7,24,10,2,1,1,0,4,1
2,3,6,1,1,0,0,2,0
10,1,12,2,1,0,1,3,0
6,0,10,3,0,0,0,1,0
2,21,8,1,0,1,0,2,0
1,19,11,3,0,0,1,4,0
3,14,6,1,0,1,0,2,0
8,12,8,3,0,1,1,2,1
6,5,12,1,0,0,0,2,1
7,28,7,3,0,1,1,0,0
4,0,10,1,1,0,1,1,0
4,2,7,3,0,1,1,4,1
1,23,8,3,0,1,1,2,0
10,8,11,2,1,0,1,4,0
4,28,10,1,1,1,1,1,0
7,16,11,3,0,1,1,1,0
5,6,7,1,1,0,1,1,0
10,2,6,1,0,0,0,0,0
10,25,7,3,0,0,1,1,0
3,25,11,2,1,1,0,0,0
5,24,8,2,1,1,1,3,1
7,22,7,3,0,1,0,3,0
10,17,10,2,0,1,1,3,0
4,14,11,2,1,1,1,2,0
6,23,10,1,1,1,0,4,1
10,1,12,2,0,0,1,0,0
7,13,12,1,1,0,0,2,0
1,16,12,3,1,1,1,1,0
1,18,9,3,1,0,0,2,0
9,11,8,3,1,1,0,1,1
8,7,9,3,1,0,1,4,1
8,25,10,1,0,1,0,1,0
5,10,11,2,1,0,1,4,0
7,1,11,3,0,0,0,4,1
4,11,8,2,1,0,0,3,1
6,18,6,1,0,1,0,4,0
8,27,8,1,1,1,1,4,0
3,14,9,3,1,0,0,0,1
3,18,6,2,1,1,1,2,0
8,16,7,2,1,0,0,2,0
1,13,8,1,0,0,1,3,0
8,6,8,1,0,1,0,1,0
10,25,6,1,1,1,1,2,0
9,1,8,1,1,0,0,2,0
3,12,10,3,0,1,1,4,0
3,5,6,1,0,1,0,0,1
2,4,8,2,1,1,0,1,1
7,14,8,3,0,1,1,0,1
5,6,8,1,0,1,1,0,0
9,9,9,2,0,0,1,0,1
2,26,11,2,1,1,0,1,1
1,27,6,3,0,1,0,3,1
4,25,8,1,1,1,0,0,1
7,0,6,2,1,1,1,0,0
10,10,10,2,1,1,1,0,0
2,26,10,2,0,0,0,0,0
2,5,9,2,0,0,0,2,0
5,18,8,3,1,0,0,3,0
3,17,8,2,1,0,0,4,1
10,12,6,2,1,0,1,1,0
1,14,12,3,1,0,1,3,0
10,28,11,1,1,0,0,1,0
5,27,6,1,1,1,1,2,0
2,18,8,2,1,0,1,1,0
6,8,10,2,1,1,1,2,1
3,7,8,3,0,0,0,1,0
8,2,8,1,1,1,1,2,1
9,14,6,3,1,0,0,3,0
10,0,11,2,0,1,1,1,0
4,21,7,1,0,1,1,1,0
5,5,10,1,1,0,1,3,0
3,20,7,3,0,1,0,4,1
5,12,12,2,0,0,1,1,0
7,27,7,1,1,0,0,4,0
5,12,6,1,1,0,1,0,0
4,22,7,2,0,0,1,4,0
3,27,7,2,1,0,0,4,0
2,16,10,2,1,1,0,1,0
10,15,8,2,1,0,0,3,0
8,21,7,2,0,1,0,0,0
2,2,6,3,1,0,1,4,0
5,17,9,1,0,0,1,2,0
1,27,9,1,0,1,1,1,1
2,29,8,1,1,0,1,2,0
5,3,11,2,0,1,1,3,1
1,18,7,2,0,1,1,4,0
4,29,9,1,0,1,0,2,0
8,6,10,1,1,0,0,2,0
4,6,10,1,0,1,1,3,0
7,0,9,2,1,0,1,4,0
1,15,8,1,0,0,1,4,0
3,8,12,3,1,1,0,4,0
2,4,8,1,0,0,0,0,0
2,21,10,2,1,1,0,0,0
3,0,10,1,0,0,1,2,1
5,20,8,1,1,1,1,2,1
9,29,6,3,0,1,1,4,0
8,26,6,3,1,1,0,4,1
9,27,7,3,1,1,0,1,0
7,15,8,1,0,0,0,2,0
4,11,10,2,0,0,1,4,0
9,22,12,2,0,0,1,2,0
5,5,6,1,1,1,1,4,0
9,12,8,2,1,0,0,4,0
8,24,11,3,1,0,0,3,0
9,17,10,3,0,0,0,0,0
6,12,8,2,1,0,0,0,0
10,7,9,1,0,0,1,1,1
7,20,8,1,0,1,0,1,1
9,12,9,3,0,0,0,1,0
5,5,10,2,0,1,1,2,1
9,20,7,1,1,1,1,0,0
10,1,11,3,0,1,0,2,0
2,22,12,3,1,1,0,2,0
3,16,8,1,0,1,1,3,1
1,1,10,3,0,0,1,2,0
3,28,8,2,0,1,0,0,1
6,5,6,3,1,1,0,4,0
2,12,10,3,1,1,1,0,0
7,24,11,2,0,1,0,4,1
7,19,11,2,0,0,1,1,0
8,28,11,2,1,1,1,2,0
3,0,7,3,0,0,0,4,1
2,24,11,2,1,1,1,0,0
6,19,8,3,1,1,0,4,1
6,10,9,2,1,1,0,0,0
3,26,12,2,0,1,0,0,0
4,20,9,3,0,1,1,4,0
1,10,11,3,1,1,1,2,0
7,28,12,1,0,1,0,3,0
9,14,10,2,1,1,1,3,0
1,4,12,3,1,0,1,4,1
4,9,9,1,1,1,1,2,0
6,15,12,1,0,0,1,0,0
3,20,9,1,1,0,1,4,0
8,12,11,2,1,1,1,1,1
2,19,6,2,0,1,0,2,0
3,27,8,2,0,0,0,0,0
4,12,7,2,0,0,0,4,0
4,12,8,3,1,0,0,4,0
1,23,11,2,1,0,0,3,1
8,2,8,1,1,1,0,0,0
3,13,12,3,1,0,0,3,0
1,2,7,2,1,1,0,4,0
3,9,10,1,0,0,0,2,0
10,5,11,1,0,1,0,1,1
1,20,11,3,0,0,1,2,0
1,29,8,1,1,0,1,4,0
7,12,9,2,0,0,0,2,1
8,14,7,2,0,1,0,1,1
5,0,8,3,1,1,0,4,1
10,1,10,1,0,1,1,4,0
7,5,12,1,1,0,0,3,1
10,4,6,2,0,1,0,3,0
8,4,10,3,1,1,0,1,0
2,6,6,3,0,0,1,3,0
10,19,10,1,0,1,0,4,1
4,7,6,1,1,0,0,3,0
7,25,6,2,1,0,0,4,0
1,9,7,2,1,1,0,3,0
3,9,11,1,1,1,0,1,1
10,6,7,3,0,0,0,3,1
2,3,11,2,1,0,1,0,0
7,4,8,2,1,0,1,4,0
1,17,10,1,1,1,0,1,1
3,6,10,3,1,1,1,4,0
10,25,12,2,0,0,1,2,0
6,17,9,2,0,0,0,2,0
3,7,10,3,0,0,0,1,0
1,14,8,2,0,0,0,4,1
10,22,7,3,0,0,0,1,0
7,0,7,3,1,0,1,2,0
10,6,10,1,0,0,1,1,0
9,24,8,3,1,1,0,0,1
7,20,9,2,0,0,0,4,0
1,12,10,3,0,1,1,0,0
8,19,6,1,0,0,0,0,0
6,28,8,3,1,0,0,2,0
4,19,10,2,1,0,0,0,0
3,27,8,1,1,0,0,4,0
7,29,6,3,0,1,0,1,0
4,12,9,1,0,1,0,0,0
8,0,9,3,0,0,0,2,0
3,2,8,1,1,1,0,4,0
8,15,10,2,1,0,0,1,0
4,10,8,1,0,0,0,3,0
4,21,12,2,1,1,1,4,0
4,9,11,2,1,0,0,0,0
10,20,8,1,0,0,1,1,0
5,11,11,2,1,0,0,2,0
9,23,7,1,0,1,1,4,0
8,26,8,3,1,1,1,1,1
7,5,9,1,1,0,0,4,1
5,6,6,3,1,1,0,1,0
1,2,11,1,0,0,0,0,0
3,3,7,2,0,1,0,2,0
7,16,10,3,0,1,1,2,0
7,0,11,1,1,1,1,0,1
10,22,9,3,1,1,1,2,1
8,4,10,2,1,0,0,0,1
5,15,6,3,0,0,0,4,0
8,23,7,2,0,0,0,0,0
1,12,6,3,1,1,1,1,1
5,17,12,1,1,1,1,2,0
4,21,7,1,0,1,1,3,0
5,11,6,2,1,0,0,1,1
4,8,8,1,0,1,1,0,0
2,21,10,2,0,0,0,1,0
6,19,11,3,1,0,1,2,0
2,28,8,3,1,0,0,3,1
9,16,7,2,0,1,0,1,1
10,14,6,1,1,1,0,2,0
10,16,12,1,1,0,1,1,1
1,5,6,1,0,0,0,0,0
7,8,10,2,1,1,1,3,0
3,25,11,3,1,1,1,4,0
2,17,6,1,0,1,1,4,0
9,2,12,2,1,1,1,2,1
6,25,7,2,0,1,1,3,0
2,28,12,1,1,0,0,4,0
8,10,8,1,0,0,0,4,0
6,13,6,2,1,0,0,2,0
5,19,10,3,1,1,1,0,1
9,21,6,2,0,1,0,1,1
10,17,7,3,0,0,1,3,0
7,2,7,1,0,0,0,2,0
10,7,9,2,1,0,0,0,0
3,0,6,2,0,1,0,3,1
2,12,9,2,1,0,1,2,0
4,1,8,2,1,1,0,2,0
1,25,10,2,1,1,1,2,0
2,9,6,3,1,0,1,0,0
1,9,8,2,0,1,0,1,0
10,29,11,1,0,1,0,2,1
7,3,6,2,0,1,1,4,0
9,11,11,3,0,0,0,0,0
2,18,8,3,1,0,0,0,0
4,18,8,1,1,1,0,3,0
9,11,12,2,1,0,1,3,0
5,11,8,3,0,0,1,0,0
10,7,12,3,1,0,1,4,1
